,Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
62,Boffa,38,GN,1589317480,81,10.17,-14.03,79.84,5.77
63,Yellowknife,40,CA,1589317480,77,62.46,-114.35,50.0,20.8
64,Chui,17,UY,1589317480,78,-33.7,-53.46,56.52,6.51
65,Vaini,20,TO,1589317481,83,-21.2,-175.2,77.0,4.7
66,Kruisfontein,100,ZA,1589317481,85,-34.0,24.73,61.27,15.37
67,Eydhafushi,3,MV,1589317481,73,5.1,73.07,84.88,4.88
68,Butaritari,38,KI,1589317481,80,3.07,172.79,83.39,16.42
69,Pevek,99,RU,1589317482,92,69.7,170.31,33.04,2.91
70,Yumen,100,CN,1589317482,28,40.28,97.2,60.33,12.06
71,Hilo,75,US,1589317482,61,19.73,-155.09,80.6,9.17
72,Port Hardy,75,CA,1589317231,71,50.7,-127.42,57.2,4.7
73,Magdagachi,4,RU,1589317483,78,53.45,125.8,34.84,3.13
74,Kristiansund,75,NO,1589317483,86,63.11,7.73,33.8,9.17
75,Moerai,1,PF,1589317483,85,-22.43,-151.33,79.92,11.1
76,Hithadhoo,100,MV,1589317483,77,-0.6,73.08,84.47,11.16
77,Salalah,0,OM,1589317483,74,17.02,54.09,86.0,6.93
78,Cidreira,100,BR,1589317484,97,-30.18,-50.21,66.42,6.06
79,Collie,48,AU,1589317484,61,-33.37,116.15,53.01,5.93
80,Tandil,100,AR,1589317410,63,-37.32,-59.13,57.99,1.99
81,Kahului,40,US,1589317400,69,20.89,-156.47,80.6,20.8
82,Codrington,47,AU,1589317481,75,-38.27,141.97,50.45,9.06
83,Ruteng,49,ID,1589317485,100,-8.61,120.47,60.96,2.55
84,Prainha,72,BR,1589317485,80,-1.8,-53.48,82.27,3.15
85,Mahébourg,40,MU,1589317485,73,-20.41,57.7,73.4,9.17
86,Avarua,50,CK,1589317486,94,-21.21,-159.78,80.6,3.36
87,Saint-Augustin,100,CA,1589317486,80,51.23,-58.65,38.89,21.09
88,Albany,80,US,1589317449,26,42.6,-73.97,52.0,5.99
89,Talnakh,75,RU,1589317486,74,69.49,88.4,28.4,11.18
90,Mar del Plata,100,AR,1589317465,58,-38.0,-57.56,59.0,6.93
91,Barrow,1,US,1589317487,85,71.29,-156.79,21.2,28.86
92,Qasigiannguit,40,GL,1589317487,72,68.82,-51.19,44.6,11.41
93,Berlevåg,88,NO,1589317384,79,70.86,29.09,24.8,19.46
94,Bethel,1,US,1589317488,22,41.37,-73.41,57.99,14.99
95,Qaanaaq,30,GL,1589317488,88,77.48,-69.36,32.04,0.83
96,Saint-Louis,27,SN,1589317488,21,16.33,-15.0,88.14,17.87
97,Kosonsoy,95,UZ,1589317488,63,41.26,71.55,66.2,2.51
98,Nipawin,1,CA,1589317489,21,53.37,-104.0,51.8,6.93
99,Yerbogachën,54,RU,1589317489,93,61.28,108.01,27.91,6.64
100,Beringovskiy,100,RU,1589317489,97,63.05,179.32,32.63,7.18
101,Tuktoyaktuk,40,CA,1589317490,85,69.45,-133.04,19.4,21.92
102,Vila Velha,0,BR,1589317490,73,-20.33,-40.29,77.0,9.17
103,Watrous,74,CA,1589317490,41,51.67,-105.47,52.43,12.73
104,Nanortalik,100,GL,1589317490,68,60.14,-45.24,43.59,12.55
105,Ponta do Sol,20,PT,1589317491,55,32.67,-17.1,66.2,12.75
106,Lavrentiya,100,RU,1589317491,94,65.58,-171.0,33.46,2.42
107,St. George's,75,GD,1589317491,70,12.06,-61.75,84.2,17.22
108,Cayenne,75,GF,1589317205,100,4.93,-52.33,77.0,11.41
109,Bayan,1,CN,1589317492,49,46.08,127.4,51.01,4.0
110,Pangody,39,RU,1589317492,92,65.85,74.49,39.36,6.08
111,Karratha,0,AU,1589317261,29,-20.74,116.85,71.37,13.18
112,Sisimiut,97,GL,1589317492,79,66.94,-53.67,42.24,3.6
113,Bilma,0,NE,1589317493,13,18.69,12.92,82.81,1.83
114,Teguise,40,ES,1589317493,68,29.06,-13.56,69.8,10.29
115,São Geraldo do Araguaia,59,BR,1589317493,83,-6.4,-48.55,78.66,1.81
116,Kapaa,40,US,1589317493,69,22.08,-159.32,78.8,13.87
117,Quelimane,43,MZ,1589317494,85,-17.88,36.89,66.47,2.04
118,São Félix do Xingu,2,BR,1589317494,80,-6.64,-51.99,79.39,3.02
119,Lebu,0,CL,1589317494,75,-37.62,-73.65,55.51,13.33
120,Mahibadhoo,30,MV,1589317494,75,3.78,72.97,84.69,5.82
121,George Town,40,MY,1589317495,94,5.41,100.34,78.8,13.33
122,Gloversville,75,US,1589317495,26,43.05,-74.34,46.99,16.11
123,Cherskiy,53,RU,1589317495,73,68.75,161.3,38.84,7.14
124,Lompoc,40,US,1589317238,68,34.64,-120.46,68.0,11.41
125,Bluff,7,NZ,1589317496,88,-46.6,168.33,43.14,8.77
126,Fortuna,75,US,1589317496,93,40.6,-124.16,61.0,5.82
127,Araçuaí,12,BR,1589317338,77,-16.85,-42.07,71.76,4.43
128,Arman',100,RU,1589317496,89,59.7,150.17,36.45,3.18
129,Lorengau,100,PG,1589317497,84,-2.02,147.27,78.84,2.24
130,Mehrān,0,IR,1589317497,30,33.12,46.16,59.0,2.24
131,Pacific Grove,75,US,1589317321,55,36.62,-121.92,66.2,11.41
132,Paamiut,100,GL,1589317497,92,61.99,-49.67,40.24,7.47
133,Faya,0,SA,1589317498,73,18.39,42.45,71.6,1.36
134,Armenia,4,AM,1589317498,76,40.0,45.0,51.8,4.7
135,East London,100,ZA,1589317498,79,-33.02,27.91,68.0,6.24
136,Kirakira,98,SB,1589317498,77,-10.45,161.92,81.59,8.75
137,Corinth,100,GR,1589317498,54,37.94,22.96,66.0,3.0
138,Chabahar,0,IR,1589317281,78,25.29,60.64,84.74,9.35
139,Paita,4,PE,1589317499,73,-5.09,-81.11,74.34,18.37
140,Antofagasta,20,CL,1589317499,63,-23.65,-70.4,64.4,13.87
141,Faanui,66,PF,1589317499,73,-16.48,-151.75,81.66,11.7
142,Northam,57,GB,1589317500,78,51.03,-4.22,48.99,7.0
143,Ayaviri,17,PE,1589317419,32,-14.89,-70.59,59.47,9.28
144,Prince Rupert,1,CA,1589317500,76,54.32,-130.32,53.6,9.17
145,Praia da Vitória,40,PT,1589317500,77,38.73,-27.07,60.8,20.11
146,Pucallpa,75,PE,1589317501,59,-8.38,-74.55,91.4,5.82
147,Tezu,4,IN,1589317501,58,27.92,96.17,70.81,2.91
148,Severo-Kuril'sk,0,RU,1589317501,73,50.68,156.12,39.78,1.74
149,Lábrea,71,BR,1589317501,69,-7.26,-64.8,86.92,1.61
150,Niigata,30,JP,1589317292,87,37.9,139.02,59.0,3.36
151,Hong Kong,38,HK,1589317502,78,22.29,114.16,80.01,3.0
152,Ancud,75,CL,1589317502,76,-41.87,-73.82,55.4,9.17
153,Lüderitz,100,NA,1589317502,100,-26.65,15.16,53.6,5.82
154,Bathsheba,40,BB,1589317503,66,13.22,-59.52,84.2,21.92
155,Avera,1,US,1589317503,30,33.19,-82.53,71.6,4.7
156,Qurayyat,0,SA,1589317503,19,31.33,37.34,75.2,9.17
157,Östersund,0,SE,1589317503,95,63.18,14.64,32.0,10.29
158,Tiksi,92,RU,1589317504,98,71.69,128.87,27.64,4.29
159,Fare,13,PF,1589317504,68,-16.7,-151.02,82.76,9.06
160,Kvarkeno,0,RU,1589317509,78,52.08,59.73,52.88,5.77
161,Necochea,92,AR,1589317322,53,-38.55,-58.74,57.99,5.01
162,Senneterre,40,CA,1589317510,27,48.38,-77.23,41.0,17.22
163,Sibiti,97,CG,1589317510,100,-3.68,13.35,69.94,1.25
164,Tasiilaq,4,GL,1589317510,64,65.61,-37.64,35.6,20.8
165,Khatanga,11,RU,1589317510,96,71.97,102.5,12.6,6.91
166,Korla,2,CN,1589317511,29,41.76,86.15,67.91,10.76
167,Amahai,82,ID,1589317511,98,-3.33,128.92,82.0,2.91
168,Norman Wells,75,CA,1589317511,90,65.28,-126.83,39.2,11.41
169,Coquimbo,75,CL,1589317511,72,-29.95,-71.34,59.0,4.7
170,Saint Paul Harbor,90,US,1589317511,70,57.79,-152.41,48.2,9.17
171,Barnsley,15,GB,1589317512,76,53.55,-1.48,48.99,4.0
172,Castro,88,BR,1589317512,82,-24.79,-50.01,62.33,4.32
173,Cabedelo,75,BR,1589317512,94,-6.98,-34.83,77.0,6.93
174,Artesia,40,US,1589317277,60,33.87,-118.08,75.0,8.05
175,Maputo,0,MZ,1589317513,82,-25.97,32.59,64.4,3.36
176,Coyhaique,75,CL,1589317513,75,-45.58,-72.07,44.6,3.36
177,Leningradskiy,100,RU,1589317513,98,69.38,178.42,31.98,8.93
178,High Rock,13,BS,1589317514,62,26.62,-78.28,76.03,20.36
179,Thyborøn,98,DK,1589317514,73,56.7,8.21,42.01,18.88
180,Bilibino,0,RU,1589317514,91,68.05,166.44,31.93,0.67
181,Guerrero Negro,0,MX,1589317514,48,27.98,-114.06,71.98,18.3
182,Kiwira,98,TZ,1589317514,87,-9.17,33.53,61.0,0.51
183,Bengkulu,99,ID,1589317515,80,-3.8,102.27,77.92,3.38
184,Grindavik,75,IS,1589317515,75,63.84,-22.43,41.0,10.29
185,Thompson,20,CA,1589317435,21,55.74,-97.86,51.8,11.41
186,Parry Sound,34,CA,1589317235,51,45.35,-80.03,41.0,3.0
187,Souillac,40,MU,1589317515,73,-20.52,57.52,73.4,9.17
188,Puerto Ayora,40,EC,1589317516,55,-0.74,-90.35,89.6,18.34
189,French Harbor,75,HN,1589317516,70,16.35,-86.43,86.0,4.7
190,Hobart,40,AU,1589317219,65,-42.88,147.33,46.99,12.75
191,Mount Gambier,25,AU,1589317516,100,-37.83,140.77,41.0,5.82
192,Ilulissat,40,GL,1589317516,68,69.22,-51.1,44.6,11.41
193,Hermiston,90,US,1589317517,48,45.84,-119.29,66.2,16.11
194,Kaeo,100,NZ,1589317517,3,-35.1,173.78,57.99,7.0
195,Geraldton,17,AU,1589317517,42,-28.77,114.6,66.2,14.99
196,Horsham,64,GB,1589317517,61,51.06,-0.33,48.99,5.82
197,Cap Malheureux,53,MU,1589317408,72,-19.98,57.61,72.0,5.99
198,Algeciras,2,ES,1589317518,72,36.13,-5.45,62.6,16.11
199,Nantucket,1,US,1589317262,58,41.28,-70.1,55.0,21.92
200,Peniche,0,PT,1589317518,82,39.36,-9.38,59.0,5.99
201,Ambon City,40,ID,1589317231,94,-3.7,128.18,78.8,6.93
202,Bubaque,93,GW,1589317519,79,11.28,-15.83,78.84,16.71
203,Hualmay,53,PE,1589317519,72,-11.1,-77.61,71.35,9.89
204,Zarechnyy,23,RU,1589317519,48,53.2,45.19,63.0,6.87
205,Texarkana,90,US,1589317520,87,33.43,-94.05,64.99,9.17
206,Gushikawa,20,JP,1589317520,94,26.35,127.87,69.8,5.82
207,Xiongzhou,58,CN,1589317520,78,25.12,114.3,67.91,1.66
208,San Patricio,20,MX,1589317520,79,19.22,-104.7,86.0,6.93
209,Zhangjiakou Shi Xuanhua Qu,0,CN,1589317506,31,40.61,115.04,56.44,0.72
210,Makakilo City,40,US,1589317521,61,21.35,-158.09,82.4,4.7
211,Provideniya,100,RU,1589317521,70,64.38,-173.3,44.6,6.71
212,São Filipe,88,CV,1589317521,78,14.9,-24.5,72.7,11.07
213,Bodden Town,75,KY,1589317521,79,19.28,-81.25,86.0,9.17
214,Tilichiki,87,RU,1589317522,99,60.47,166.1,31.46,4.54
215,Raudeberg,97,NO,1589317522,86,61.99,5.14,36.0,16.71
216,Mandurah,33,AU,1589317265,81,-32.55,115.7,59.0,6.93
217,Panguna,80,PG,1589317522,94,-6.32,155.48,72.48,1.77
218,Husavik,20,IS,1589317522,56,66.04,-17.34,41.0,12.75
219,Campos Sales,34,BR,1589317523,84,-7.07,-40.38,72.05,6.49
220,Bijapur,95,IN,1589317523,29,16.83,75.7,88.27,2.98
221,Alice Springs,0,AU,1589317523,38,-23.7,133.88,42.8,4.7
222,Dikson,0,RU,1589317523,96,73.51,80.55,19.33,6.11
223,Two Rivers,1,US,1589317329,52,44.15,-87.57,44.6,14.99
224,Tucuruí,41,BR,1589317524,80,-3.77,-49.67,80.73,3.83
225,Acapulco de Juárez,5,MX,1589317508,62,16.86,-99.89,89.6,8.05
226,Morondava,43,MG,1589317524,72,-20.28,44.28,76.05,3.8
227,Mumford,0,GH,1589317524,83,5.26,-0.76,81.18,8.86
228,Hlotse,36,LS,1589317524,53,-28.87,28.05,46.56,2.08
229,Akdepe,90,TM,1589317525,51,42.06,59.38,64.4,9.17
230,Batagay,100,RU,1589317525,96,67.63,134.63,31.53,1.79
231,Fort-Shevchenko,0,KZ,1589317525,73,44.51,50.26,59.29,13.71
232,Imbituba,100,BR,1589317236,78,-28.24,-48.67,71.6,10.29
233,‘Āhuimanu,40,US,1589317526,54,21.44,-157.84,84.2,10.29
234,Pāsighāt,40,IN,1589317526,79,28.07,95.33,69.26,2.91
235,Port Elizabeth,99,ZA,1589317526,88,-33.92,25.57,62.6,17.22
236,Ḩasanābād,100,IR,1589317526,87,36.55,61.05,55.4,4.7
237,Penzance,100,GB,1589317526,70,50.12,-5.54,52.0,9.17
238,Saint-Philippe,75,RE,1589317527,72,-21.36,55.77,68.0,8.05
239,Palana,61,RU,1589317527,100,59.12,159.97,30.31,1.25
240,Lingao,25,CN,1589317527,91,19.91,109.69,78.06,4.76
241,Torbay,90,CA,1589317513,93,47.67,-52.73,45.0,14.99
242,Turan,20,VN,1589317378,88,16.07,108.22,80.6,1.12
243,Chokurdakh,78,RU,1589317528,97,70.63,147.92,33.24,6.33
244,Te Anau,0,NZ,1589317528,76,-45.42,167.72,38.35,0.72
245,Sanremo,20,IT,1589317529,93,43.82,7.76,60.01,9.17
246,Esperance,24,AU,1589317529,87,-33.87,121.9,48.2,9.17
247,Yulara,0,AU,1589317529,31,-25.24,130.99,48.2,8.05
248,Caravelas,3,BR,1589317529,78,-17.71,-39.25,73.89,4.9
249,Sorrento,20,IT,1589317529,82,40.63,14.37,64.4,5.82
250,Longyearbyen,90,SJ,1589317530,79,78.22,15.64,23.0,16.11
251,Noumea,20,NC,1589317530,88,-22.28,166.46,71.01,3.36
252,Kyzyl-Suu,0,KG,1589317530,45,42.34,78.0,52.41,9.06
253,Gatesville,40,US,1589317530,88,31.44,-97.74,73.0,6.93
254,Katsuura,89,JP,1589317530,92,35.13,140.3,68.0,3.0
255,Santo Ângelo,75,BR,1589317531,93,-28.3,-54.26,64.4,17.22
256,Sehore,65,IN,1589317531,21,23.2,77.08,87.69,3.13
257,Nemuro,100,JP,1589317356,88,43.32,145.57,46.33,13.96
258,Aswān,100,EG,1589317531,13,24.09,32.91,86.88,12.28
259,Kupang,98,ID,1589317532,74,-10.17,123.58,80.04,12.53
260,Prata,34,BR,1589317334,73,-19.31,-48.92,68.13,3.6
261,Ishigaki,68,JP,1589317532,82,24.34,124.16,76.01,20.11
262,Jalingo,2,NG,1589317533,63,8.88,11.37,84.27,5.97
263,Padang,100,ID,1589317533,76,-0.95,100.35,79.52,5.46
264,Ofakim,0,IL,1589317533,63,31.31,34.62,71.01,9.04
265,Waipawa,100,NZ,1589317340,90,-41.41,175.52,50.0,5.23
266,Thai Binh,97,VN,1589317533,94,20.45,106.33,77.0,4.7
267,Queanbeyan,100,AU,1589317503,93,-35.35,149.23,41.0,4.7
268,Warman,75,CA,1589317534,25,52.32,-106.57,54.0,13.87
269,Apache Junction,5,US,1589317305,11,33.42,-111.55,93.0,9.17
270,Healdsburg,90,US,1589317534,72,38.61,-122.87,64.0,9.17
271,Vanimo,37,PG,1589317266,82,-2.67,141.3,78.76,3.24
272,Tuatapere,0,NZ,1589317535,72,-46.13,167.68,39.9,5.01
273,Bradford,33,GB,1589317535,78,53.79,-1.75,46.99,4.0
274,Mogadishu,86,SO,1589317535,83,2.04,45.34,81.7,16.87
275,Rafrāf,20,TN,1589317535,36,37.19,10.18,77.0,12.75
276,Saint Anthony,1,US,1589317536,19,45.02,-93.22,59.0,3.36
277,Flinders,99,AU,1589317536,78,-34.58,150.86,53.01,1.01
278,Mbaïki,74,CF,1589317536,95,3.87,17.99,72.25,2.04
279,Takhtamygda,27,RU,1589317536,86,54.1,123.57,32.14,0.94
280,Manggar,84,ID,1589317536,83,-2.88,108.27,83.07,10.76
281,Adrar,0,MR,1589317537,16,20.5,-10.07,86.49,8.21
282,Tommot,11,RU,1589317537,92,58.96,126.29,32.29,2.55
283,Hohhot,13,CN,1589317469,36,40.81,111.65,46.4,6.71
284,Chilca,1,PE,1589317537,69,-12.52,-76.74,73.4,10.29
285,Mount Isa,45,AU,1589317538,25,-20.73,139.5,62.6,8.05
286,Ostrovnoy,44,RU,1589317538,93,68.05,39.51,31.6,3.33
287,The Valley,20,AI,1589317538,62,18.22,-63.06,86.0,11.41
288,Boende,100,CD,1589317539,93,-0.22,20.87,73.67,1.72
289,Quepos,75,CR,1589317397,48,9.42,-84.17,84.2,14.99
290,Ngorongoro,36,TZ,1589317508,100,-3.24,35.49,51.31,4.09
291,Saldanha,61,ZA,1589317539,82,-33.01,17.94,57.2,6.93
292,Broome,90,US,1589317539,30,42.25,-75.83,48.99,16.11
293,Agüimes,20,ES,1589317540,60,27.91,-15.45,69.8,12.75
294,Ibipeba,80,BR,1589317540,73,-11.64,-42.01,73.45,9.82
295,Takoradze,0,GH,1589317242,83,4.88,-1.76,80.51,7.43
296,Mayor Pablo Lagerenza,72,PY,1589317540,56,-19.93,-60.77,76.5,7.52
297,Oddur,78,SO,1589317541,71,4.12,43.89,77.67,13.91
298,La Romana,40,DO,1589317362,70,18.43,-68.97,86.0,16.11
299,Kununurra,40,AU,1589317541,26,-15.77,128.73,71.6,8.05
300,Powell River,90,CA,1589317377,87,49.85,-124.54,59.0,8.05
301,Örnsköldsvik,50,SE,1589317541,59,63.29,18.72,37.4,4.7
302,Waddān,23,LY,1589317542,28,29.16,16.14,80.73,15.08
303,Port Augusta,0,AU,1589317542,87,-32.5,137.77,53.6,11.41
304,Walvis Bay,6,NA,1589317542,68,-22.96,14.51,64.4,4.7
305,Kalmunai,100,LK,1589317543,88,7.42,81.82,77.99,2.37
306,Palanka,20,RS,1589317543,62,45.25,19.39,53.01,8.05
307,Kamsack,1,CA,1589317543,20,51.57,-101.9,51.8,10.29
308,Tabora,20,TZ,1589317543,82,-5.02,32.8,68.0,5.82
309,Aklavik,90,CA,1589317543,79,68.22,-135.01,28.4,8.05
310,Kyshtovka,66,RU,1589317544,42,56.55,76.63,66.34,2.77
311,Tazovsky,100,RU,1589317544,96,67.47,78.7,33.28,15.23
312,Isla Vista,1,US,1589317544,68,34.41,-119.86,70.0,6.93
313,Bartica,90,GY,1589317544,100,6.4,-58.62,77.0,6.93
314,Huntsville,90,US,1589317544,54,34.73,-86.59,64.0,3.58
315,Labuhan,82,ID,1589317545,88,-6.88,112.21,78.03,7.43
316,Hobyo,56,SO,1589317545,82,5.35,48.53,84.27,20.33
317,Waitati,100,NZ,1589317545,74,-45.75,170.57,52.0,5.99
318,Sfântu Gheorghe,100,RO,1589317546,71,45.87,25.78,52.0,1.99
319,Riyadh,1,SA,1589317546,23,24.69,46.72,84.2,4.7
320,Dingli,0,MT,1589317546,88,35.86,14.38,69.01,9.17
321,San Cristobal,40,VE,1589317546,49,7.77,-72.22,93.2,12.75
322,Dalvik,20,IS,1589317547,56,65.97,-18.53,41.0,12.75
323,Cascais,20,PT,1589317547,82,38.7,-9.42,61.0,3.36
324,Borogontsy,100,RU,1589317547,95,62.67,131.17,35.67,4.27
325,Le Port,90,RE,1589317547,69,-20.94,55.29,73.4,10.29
326,Ambilobe,70,MG,1589317548,82,-13.2,49.05,72.23,3.49
327,Rawson,100,AR,1589317548,74,-43.3,-65.1,50.22,21.14
328,Shimoda,34,JP,1589317548,87,34.67,138.95,68.0,4.0
329,Iqaluit,75,CA,1589317548,74,63.75,-68.51,30.2,26.4
330,Kawalu,57,ID,1589317548,92,-7.38,108.21,73.02,0.76
331,Atherton,3,GB,1589317549,72,53.52,-2.49,48.99,5.99
332,Valparaíso,97,CL,1589317549,66,-33.04,-71.63,57.2,4.7
333,Laibin,6,CN,1589317549,80,23.7,109.27,73.76,1.74
334,Richards Bay,51,ZA,1589317550,90,-28.78,32.04,65.68,5.08
335,Abū Zabad,16,SD,1589317550,15,12.35,29.25,82.15,4.43
336,Dunmore East,49,IE,1589317550,70,52.15,-6.99,48.99,6.93
337,Upernavik,26,GL,1589317550,76,72.79,-56.15,38.48,3.15
338,Ghanzi,38,BW,1589317442,33,-21.57,21.78,60.3,6.38
339,Namatanai,100,PG,1589317551,88,-3.67,152.43,78.01,4.21
340,Saint-Leu,75,RE,1589317551,72,-21.15,55.28,68.0,8.05
341,Olinda,40,BR,1589317551,78,-8.01,-34.86,82.4,9.17
342,Yatou,0,CN,1589317551,53,37.15,122.38,53.89,11.88
343,Bentiu,88,SS,1589317552,43,9.23,29.83,88.68,6.33
344,Departamento de Maldonado,0,UY,1589317552,67,-34.67,-54.92,60.8,8.05
345,Nabire,99,ID,1589317552,88,-3.37,135.48,77.52,3.49
346,Jhīnjhak,52,IN,1589317552,25,26.57,79.73,88.14,6.02
347,Oktyabr'skiy,100,RU,1589317553,88,54.48,53.47,50.36,6.53
348,Ribeira Grande,40,PT,1589317553,72,38.52,-28.7,60.8,25.28
349,San Quintín,0,MX,1589317553,52,30.48,-115.95,69.76,17.54
350,Salinas,75,US,1589317446,52,36.68,-121.66,66.2,13.87
351,San Rafael,35,AR,1589317553,30,-34.62,-68.33,62.94,6.29
352,Nelson Bay,92,AU,1589317554,93,-32.72,152.15,50.0,8.05
353,Chapais,1,CA,1589317554,37,49.78,-74.85,33.8,10.29
354,Darhan,1,MN,1589317554,77,49.49,105.92,51.44,2.15
355,Shenjiamen,84,CN,1589317554,68,29.96,122.3,64.8,4.25
356,Cap-aux-Meules,90,CA,1589317555,93,47.38,-61.86,35.6,16.11
357,Vanavara,32,RU,1589317555,96,60.34,102.28,31.32,5.3
358,Severnoye,65,RU,1589317555,45,56.35,78.36,64.94,0.74
359,Beisfjord,75,NO,1589317555,80,68.38,17.6,33.8,19.46
360,Chala,20,TZ,1589317556,88,-7.58,31.27,62.6,2.51
361,Champerico,40,GT,1589317556,49,14.3,-91.92,93.2,6.93
362,Bambous Virieux,40,MU,1589317556,73,-20.34,57.76,73.4,9.17
363,Salym,22,RU,1589317556,66,60.06,71.48,65.46,4.16
364,Sørland,75,NO,1589317557,92,67.67,12.69,30.2,4.7
365,Kasongo-Lunda,85,CD,1589317557,88,-6.47,16.82,73.38,0.76
366,Methóni,56,GR,1589317557,77,36.82,21.7,66.99,5.82
367,Kulu,93,TR,1589317557,39,39.1,33.08,65.66,10.76
368,Sandomierz,25,PL,1589317558,78,50.68,21.75,41.0,1.01
369,Puro,46,PH,1589317558,75,12.48,123.38,82.65,3.11
370,Skjervøy,100,NO,1589317558,86,70.03,20.97,34.11,23.78
371,Fairbanks,90,US,1589317558,76,64.84,-147.72,55.4,3.36
372,Serowe,0,BW,1589317558,36,-22.38,26.72,57.88,3.33
373,Port-Gentil,40,GA,1589317559,88,-0.72,8.78,82.4,4.7
