,Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
62,Saint-Ambroise,75,CA,1589313208,30,48.55,-71.33,43.0,20.8
63,Pisco,8,PE,1589313208,57,-13.7,-76.22,75.2,17.22
64,Auki,99,SB,1589313209,80,-8.77,160.7,77.52,5.21
65,Egvekinot,97,RU,1589313209,100,66.32,-179.17,33.4,7.45
66,Longyearbyen,90,SJ,1589313209,79,78.22,15.64,23.0,18.34
67,Kuliyapitiya,100,LK,1589313209,93,7.47,80.04,74.91,4.25
68,Faanui,49,PF,1589313210,72,-16.48,-151.75,81.77,11.21
69,Makabe,75,JP,1589313210,93,36.27,140.1,61.0,2.24
70,Tasiilaq,1,GL,1589313210,86,65.61,-37.64,34.47,8.79
71,Puerto Ayora,40,EC,1589313210,55,-0.74,-90.35,89.6,20.8
72,Guadalupe y Calvo,0,MX,1589313210,15,26.1,-106.97,74.7,13.11
73,Şebinkarahisar,0,TR,1589313211,64,40.29,38.42,55.54,2.13
74,Marrakesh,40,MA,1589313211,55,31.63,-8.01,66.2,16.11
75,Mar del Plata,100,AR,1589313153,45,-38.0,-57.56,64.99,10.29
76,Lüderitz,99,NA,1589313211,100,-26.65,15.16,55.4,8.05
77,Hualmay,74,PE,1589313212,69,-11.1,-77.61,72.43,10.02
78,Grand Baie,57,MU,1589313212,68,-20.02,57.58,72.0,3.0
79,Shingū,0,JP,1589313212,61,33.73,135.98,57.69,6.89
80,Port Hedland,0,AU,1589312979,32,-20.32,118.57,69.8,10.29
81,Irtyshskiy,1,RU,1589313213,63,58.33,68.13,66.29,5.46
82,Vaini,20,TO,1589313213,100,-21.2,-175.2,66.2,3.6
83,Kamloops,20,CA,1589313213,22,50.67,-120.32,68.0,5.82
84,Bambous Virieux,40,MU,1589313213,57,-20.34,57.76,75.2,12.75
85,Port Elizabeth,100,ZA,1589313214,82,-33.92,25.57,62.6,17.22
86,Mezen',100,RU,1589313214,98,65.85,44.24,32.41,10.33
87,Talnakh,97,RU,1589313215,79,69.49,88.4,28.4,6.71
88,Ipixuna,40,BR,1589313215,59,-1.76,-48.8,89.6,6.93
89,Otane,19,NZ,1589313215,94,-39.88,176.63,42.01,0.81
90,Mahébourg,40,MU,1589313215,57,-20.41,57.7,75.2,12.75
91,Zhangye,100,CN,1589313215,29,38.93,100.45,59.99,1.74
92,Huilong,94,CN,1589313216,69,31.81,121.66,68.0,8.46
93,Biskamzha,0,RU,1589313216,70,53.45,89.53,51.03,2.15
94,Ilulissat,40,GL,1589313064,49,69.22,-51.1,48.2,5.82
95,Mataura,73,NZ,1589313217,92,-46.19,168.86,38.46,1.77
96,Beringovskiy,100,RU,1589313217,98,63.05,179.32,32.36,7.4
97,Codrington,51,AU,1589313217,74,-38.27,141.97,48.97,7.85
98,Cardston,75,CA,1589313217,42,49.2,-113.3,48.99,6.93
99,Goya,95,AR,1589313218,74,-29.14,-59.26,69.49,7.76
100,Tuktoyaktuk,20,CA,1589313218,79,69.45,-133.04,19.4,21.92
101,Berdigestyakh,80,RU,1589313218,97,62.1,126.7,26.98,1.86
102,Assiut,99,EG,1589313219,28,27.18,31.18,82.4,4.7
103,Hambantota,100,LK,1589313219,81,6.12,81.12,79.57,6.67
104,Paamiut,100,GL,1589313219,93,61.99,-49.67,39.61,3.6
105,Alofi,10,NU,1589313219,100,-19.06,-169.92,73.4,1.12
106,Cayenne,75,GF,1589313220,74,4.93,-52.33,84.2,14.99
107,Tigil',100,RU,1589313220,97,57.8,158.67,31.84,3.2
108,Morón,0,AR,1589313034,40,-34.65,-58.62,69.01,4.18
109,Dukat,71,RU,1589313220,97,62.55,155.55,23.9,5.59
110,Saint George,1,US,1589312958,13,37.1,-113.58,82.99,19.46
111,Salinas,90,US,1589313221,52,36.68,-121.66,64.4,12.75
112,Avarua,0,CK,1589313221,94,-21.21,-159.78,80.6,3.36
113,Kruisfontein,100,ZA,1589313221,88,-34.0,24.73,59.94,11.92
114,Alugan,100,PH,1589313222,84,12.22,125.48,79.93,3.98
115,Fairbanks,75,US,1589313161,87,64.84,-147.72,53.6,4.63
116,Garissa,8,KE,1589313222,72,-0.45,39.64,80.2,15.52
117,Brae,36,GB,1589313222,93,60.4,-1.35,35.6,13.87
118,Tiksi,89,RU,1589313222,99,71.69,128.87,26.83,4.14
119,Galle,100,LK,1589313223,78,6.04,80.22,81.25,2.57
120,Ulladulla,28,AU,1589313223,66,-35.35,150.47,50.0,5.82
121,Ancud,90,CL,1589313223,87,-41.87,-73.82,53.6,6.93
122,Mujiayingzi,0,CN,1589313223,40,42.12,118.78,51.21,8.05
123,Korgen,40,NO,1589313224,69,66.08,13.82,35.6,4.7
124,Jiuquan,100,CN,1589313224,31,39.74,98.52,60.55,15.97
125,Pevek,99,RU,1589313224,92,69.7,170.31,32.83,3.13
126,Wanlaweyn,81,SO,1589313224,82,2.62,44.89,79.36,15.05
127,Voh,39,NC,1589313225,74,-20.97,164.7,66.06,3.87
128,Hofn,100,IS,1589313225,81,64.25,-15.21,40.66,11.86
129,Robertsport,88,LR,1589313225,81,6.75,-11.37,81.3,10.58
130,Seoni Mālwa,6,IN,1589313225,23,22.45,77.47,86.7,2.53
131,Lebu,0,CL,1589313226,72,-37.62,-73.65,56.19,13.42
132,Avera,1,US,1589313226,28,33.19,-82.53,71.6,4.7
133,Curup,100,ID,1589313226,90,-3.47,102.53,69.35,0.94
134,Tual,77,ID,1589313227,80,-5.67,132.75,83.17,8.95
135,Sompeta,0,IN,1589313227,67,18.93,84.6,80.74,9.51
136,Itaguaí,30,BR,1589313227,37,-22.85,-43.78,86.0,9.17
137,Vao,4,NC,1589313227,66,-22.67,167.48,71.44,17.31
138,Itacoatiara,40,BR,1589313228,66,-3.14,-58.44,89.6,6.93
139,Kandrian,46,PG,1589313228,88,-6.22,149.55,78.55,9.08
140,Carnarvon,0,AU,1589313228,61,-24.87,113.63,70.41,9.37
141,Tāybād,82,IR,1589313228,59,34.74,60.78,60.1,14.63
142,Lorengau,100,PG,1589313228,84,-2.02,147.27,79.38,4.45
143,Aripuanã,52,BR,1589313229,71,-9.17,-60.63,84.22,2.06
144,Eyl,98,SO,1589313229,78,7.98,49.82,85.42,11.41
145,Arawa,100,PG,1589313229,79,-6.21,155.54,77.81,3.94
146,Saint Paul Harbor,90,US,1589313230,70,57.79,-152.41,48.2,5.82
147,Province of Mantua,52,IT,1589313230,76,45.17,10.78,57.99,7.0
148,Maniitsoq,100,GL,1589313230,94,65.42,-52.9,38.17,9.31
149,Sola,94,VU,1589313230,82,-13.88,167.55,79.92,21.99
150,Bandarbeyla,45,SO,1589313230,83,9.49,50.81,83.64,9.66
151,Tilichiki,100,RU,1589313231,98,60.47,166.1,31.01,4.65
152,Severo-Kuril'sk,4,RU,1589313231,78,50.68,156.12,38.08,3.47
153,Yellandu,46,IN,1589313231,56,17.6,80.33,83.84,6.89
154,Coahuayana Viejo,40,MX,1589313231,35,18.73,-103.68,87.8,11.41
155,Coyhaique,75,CL,1589313232,81,-45.58,-72.07,42.8,8.05
156,Esperance,27,AU,1589313232,93,-33.87,121.9,48.2,9.17
157,Nago,20,JP,1589313232,94,26.59,127.98,69.8,5.82
158,Dikson,0,RU,1589313232,96,73.51,80.55,19.9,7.49
159,Kysyl-Syr,100,RU,1589313232,98,63.9,122.76,27.43,4.16
160,Makkah al Mukarramah,95,SA,1589313127,33,21.43,39.83,87.26,3.2
161,Changji,100,CN,1589313233,33,44.02,87.32,71.6,8.95
162,Itacaré,75,BR,1589313233,100,-14.28,-39.0,75.2,5.82
163,Ashquelon,0,IL,1589313233,60,31.67,34.57,72.0,5.82
164,Clyde River,75,CA,1589313234,85,70.47,-68.59,19.4,19.46
165,Mareeba,40,AU,1589313234,83,-17.0,145.43,71.6,10.29
166,Tsimmerbude,40,RU,1589313234,56,54.67,20.13,44.6,8.95
167,Kismayo,1,SO,1589313235,83,-0.36,42.55,80.71,11.88
168,Airai,68,TL,1589313235,97,-8.93,125.41,56.75,3.38
169,Upernavik,0,GL,1589313235,74,72.79,-56.15,39.0,5.41
170,Arraial do Cabo,0,BR,1589313235,69,-22.97,-42.03,80.6,12.75
171,Narsaq,75,GL,1589313236,30,60.92,-46.05,53.6,23.04
172,Iquitos,75,PE,1589313236,83,-3.75,-73.25,78.8,6.93
173,Grand Forks,20,US,1589313155,29,47.93,-97.03,50.0,3.36
174,Terney,99,RU,1589313236,90,45.05,136.61,44.65,4.34
175,Robertson,40,US,1589313073,51,36.52,-86.87,59.0,4.74
176,Lima,8,PE,1589313211,60,-12.04,-77.03,75.2,11.41
177,Peno,100,RU,1589313237,98,56.93,32.74,31.46,17.36
178,Ribeira Grande,40,PT,1589313238,77,38.52,-28.7,60.8,24.16
179,Bethel,0,US,1589313238,29,41.37,-73.41,57.99,3.0
180,Ballina,40,AU,1589313239,93,-28.87,153.57,57.2,4.7
181,Maner,75,IN,1589313239,83,25.65,84.88,82.4,2.53
182,Jamestown,90,US,1589313176,42,42.1,-79.24,48.99,20.8
183,Assiniboia,100,CA,1589313239,47,49.63,-105.98,50.0,18.7
184,Yulara,0,AU,1589313240,31,-25.24,130.99,48.2,5.82
185,Mirny,75,RU,1589313240,92,62.54,113.96,28.4,8.95
186,Kaitangata,100,NZ,1589313240,84,-46.28,169.85,48.99,3.91
187,Maunabo,24,PR,1589313240,75,18.01,-65.9,86.0,5.01
188,Flinders,100,AU,1589313241,79,-34.58,150.86,53.01,1.01
189,Bjerringbro,26,DK,1589313241,70,56.38,9.66,43.0,9.17
190,Bonoua,40,CI,1589313241,79,5.27,-3.6,84.2,6.93
191,Salamiyah,0,SY,1589313241,36,35.01,37.05,70.59,5.99
192,Malayal,74,PH,1589313241,75,7.21,121.94,81.0,1.54
193,Cabo Rojo,36,PR,1589313242,70,18.09,-67.15,86.0,7.0
194,Qaqortoq,75,GL,1589313242,30,60.72,-46.03,53.6,23.04
195,Cherskiy,49,RU,1589313242,78,68.75,161.3,37.11,6.82
196,Kalmunai,100,LK,1589313242,88,7.42,81.82,78.04,1.81
197,Superior,1,US,1589313243,16,46.72,-92.1,55.4,3.36
198,Hirara,89,JP,1589313243,82,24.8,125.28,75.7,19.35
199,Turmalina,19,BR,1589313243,76,-17.29,-42.73,70.83,3.62
200,Mount Gambier,14,AU,1589313243,93,-37.83,140.77,42.8,5.82
201,Norman Wells,75,CA,1589313244,91,65.28,-126.83,39.2,11.41
202,Seoul,0,KR,1589313072,93,37.57,126.98,48.2,1.12
203,Kilindoni,68,TZ,1589313244,82,-7.91,39.67,80.35,12.91
204,Djenné,68,ML,1589313244,29,13.91,-4.55,94.87,7.92
205,Tolaga Bay,74,NZ,1589313150,78,-38.37,178.3,58.12,11.14
206,Portland,75,US,1589312908,67,45.52,-122.68,62.01,16.11
207,Kirakira,97,SB,1589313245,80,-10.45,161.92,79.59,9.06
208,Bogandinskiy,82,RU,1589313245,52,56.89,65.89,69.8,8.95
209,Nanortalik,100,GL,1589313245,68,60.14,-45.24,43.45,12.46
210,Boa Vista,40,BR,1589313246,52,2.82,-60.67,89.6,10.29
211,Mayor Pablo Lagerenza,96,PY,1589313246,54,-19.93,-60.77,78.42,6.44
212,Fare,4,PF,1589313246,68,-16.7,-151.02,82.71,9.55
213,Trofors,90,NO,1589313247,93,65.53,13.41,32.0,5.82
214,Caborca,0,MX,1589313247,26,30.58,-111.1,89.01,1.01
215,Bathsheba,20,BB,1589313247,66,13.22,-59.52,84.2,24.16
216,Souillac,40,MU,1589313247,57,-20.52,57.52,75.2,12.75
217,Misratah,100,LY,1589313247,70,32.38,15.09,70.48,9.13
218,Boké,98,GN,1589313248,65,10.94,-14.3,82.26,7.52
219,Grindavik,90,IS,1589313248,75,63.84,-22.43,41.0,12.75
220,Aykhal,90,RU,1589313248,79,66.0,111.5,21.2,11.18
221,Lucé,88,FR,1589313249,56,48.44,1.46,50.0,1.01
222,Kualakapuas,90,ID,1589313249,100,-3.01,114.39,78.8,2.24
223,Issia,38,CI,1589313249,72,6.49,-6.59,79.34,2.73
224,Laas,75,IT,1589313249,71,46.62,10.7,50.0,9.17
225,Zhigansk,78,RU,1589313249,97,66.77,123.37,23.05,10.65
226,Bragança Paulista,28,BR,1589312967,34,-22.94,-46.56,80.6,4.7
227,Araouane,34,ML,1589313250,9,18.9,-3.53,96.62,10.25
228,Tabou,93,CI,1589313250,84,4.42,-7.35,79.97,4.92
229,Qaanaaq,13,GL,1589313250,88,77.48,-69.36,32.22,0.58
230,Isangel,0,VU,1589313250,66,-19.55,169.27,72.36,10.13
231,Inhambane,0,MZ,1589313251,69,-23.86,35.38,67.77,5.28
232,Majene,67,ID,1589313251,86,-3.54,118.97,79.02,8.48
233,Dakar,89,SN,1589312967,83,14.69,-17.44,73.4,16.11
234,Itō,53,JP,1589313251,92,34.97,139.08,66.99,4.0
235,Hong Kong,27,HK,1589313042,83,22.29,114.16,80.01,5.01
236,Banda Aceh,98,ID,1589313252,81,5.56,95.32,79.81,2.75
237,Omboué,100,GA,1589313252,82,-1.57,9.26,80.02,5.32
238,Peleduy,100,RU,1589313252,91,59.63,112.74,31.48,4.41
239,Bubaque,97,GW,1589313252,77,11.28,-15.83,79.16,14.58
240,Lompoc,75,US,1589313150,68,34.64,-120.46,68.0,10.29
241,Lyuban',0,BY,1589313253,83,52.8,28.0,35.91,7.76
242,Sitka,1,US,1589313253,58,57.05,-135.33,57.2,3.36
243,Comé,20,BJ,1589313253,79,6.41,1.88,84.2,8.05
244,Wuwei,100,CN,1589313253,17,37.93,102.64,66.0,1.99
245,Terra Rica,51,BR,1589313254,61,-22.71,-52.62,79.63,8.59
246,La Ronge,20,CA,1589313254,21,55.1,-105.28,51.8,6.93
247,Dayong,20,CN,1589313254,83,25.02,118.29,73.4,6.71
248,Fevik,25,NO,1589313254,39,58.38,8.68,44.6,11.41
249,Port Lincoln,12,AU,1589313255,66,-34.73,135.87,53.85,9.28
250,Muli,54,MV,1589313255,76,2.92,73.57,84.6,7.14
251,Lavrentiya,100,RU,1589313255,92,65.58,-171.0,33.98,3.44
252,Abū Zabad,0,SD,1589313255,14,12.35,29.25,84.34,4.79
253,Kieta,100,PG,1589313256,77,-6.22,155.63,79.57,5.12
254,Lagoa Vermelha,100,BR,1589313256,98,-28.21,-51.53,60.48,7.94
255,Bilma,0,NE,1589313256,13,18.69,12.92,83.03,1.74
256,Muscatine,1,US,1589313256,27,41.47,-91.13,63.0,12.75
257,Byron Bay,40,AU,1589312958,93,-28.65,153.62,57.2,4.7
258,Narasannapeta,1,IN,1589313257,78,18.42,84.05,80.58,2.89
259,Smolenka,14,RU,1589313257,65,52.14,113.5,41.0,4.47
260,Camopi,100,GF,1589313257,91,3.17,-52.32,76.35,4.34
261,Puerto Colombia,20,CO,1589313114,70,10.99,-74.95,87.8,3.36
262,Ahipara,90,NZ,1589313258,81,-35.17,173.17,59.11,14.58
263,Kholodnyy,87,RU,1589313258,96,62.72,147.95,31.06,7.83
264,Marsh Harbour,9,BS,1589313258,69,26.54,-77.06,75.22,20.62
265,Namatanai,100,PG,1589313258,90,-3.67,152.43,77.97,4.38
266,Klaksvík,100,FO,1589313258,69,62.23,-6.59,33.8,12.75
267,Cabo San Lucas,5,MX,1589313259,26,22.89,-109.91,86.0,6.93
268,Vallenar,1,CL,1589313259,32,-28.57,-70.76,74.41,5.73
269,Saint-François,90,FR,1589313259,71,46.42,3.91,52.0,3.36
270,Isla Vista,20,US,1589313260,72,34.41,-119.86,70.0,8.05
271,Haines Junction,0,CA,1589313260,27,60.75,-137.51,66.49,1.9
272,Malakal,0,SS,1589313260,46,9.53,31.66,89.22,7.43
273,Kropotkin,100,RU,1589313260,65,45.44,40.58,61.0,6.38
274,Palmer,40,US,1589313099,25,42.16,-72.33,55.99,14.99
275,Hamilton,75,US,1589313060,36,39.18,-84.53,61.0,9.17
276,Hithadhoo,100,MV,1589313261,78,-0.6,73.08,84.13,11.3
277,Los Llanos de Aridane,20,ES,1589313261,73,28.66,-17.92,69.8,8.05
278,Lake Jackson,75,US,1589313198,58,29.03,-95.43,82.99,20.8
279,Krasnyy Chikoy,95,RU,1589313262,77,50.36,108.75,48.31,3.09
280,Tongliao,38,CN,1589313262,40,43.61,122.27,51.69,8.3
281,Ponta Delgada,20,PT,1589313262,59,37.73,-25.67,60.8,9.17
282,Barrow,1,US,1589313262,79,71.29,-156.79,21.2,27.51
283,Vicuña,90,CL,1589313262,67,-30.03,-70.71,59.0,2.24
284,Houma,1,US,1589313064,51,29.6,-90.72,82.99,16.11
285,Aden,0,YE,1589313097,61,12.78,45.04,89.47,0.89
286,Basqal,0,AZ,1589313263,87,40.76,48.39,50.0,2.24
287,Dubbo,87,AU,1589313263,93,-32.25,148.62,42.8,4.7
288,Divnomorskoye,15,RU,1589313264,68,44.5,38.14,60.35,11.14
289,Örnsköldsvik,61,SE,1589313264,64,63.29,18.72,37.4,6.93
290,Puerto Nariño,75,CO,1589313264,100,-3.77,-70.38,77.0,2.24
291,Sakakah,0,SA,1589313264,10,29.97,40.21,82.4,4.7
292,Bam,0,IR,1589313265,16,29.11,58.36,81.12,13.49
293,Viedma,11,AR,1589313069,34,-40.81,-63.0,62.31,12.57
294,Kayerkan,100,RU,1589313265,79,69.35,87.76,28.4,6.71
295,Joshīmath,100,IN,1589313266,39,30.57,79.57,53.2,3.53
296,São Filipe,84,CV,1589313266,78,14.9,-24.5,72.95,9.71
297,Gizo Government Station,81,SB,1589313266,80,-8.1,156.84,82.36,11.81
298,Khor,100,RU,1589313266,86,47.89,134.95,44.15,6.96
299,San Quintín,0,MX,1589313266,53,30.48,-115.95,70.14,19.24
300,Patacamaya,0,BO,1589313267,28,-17.23,-67.92,58.98,14.03
301,Kabo,7,CF,1589313267,66,7.7,18.63,78.85,3.98
302,Wajid,95,SO,1589313267,69,3.81,43.25,79.86,12.35
303,Skellefteå,33,SE,1589313267,69,64.75,20.95,37.4,4.7
304,Kavieng,100,PG,1589313268,85,-2.57,150.8,80.69,13.89
305,Asău,99,RO,1589313268,79,46.43,26.4,41.0,3.76
306,Iracoubo,100,GF,1589313268,89,5.48,-53.2,78.73,14.09
307,Vrangel',0,RU,1589313268,83,42.73,133.08,43.65,8.61
308,Geraldton,0,AU,1589313268,45,-28.77,114.6,64.4,12.75
309,Vestmannaeyjar,100,IS,1589313269,76,63.44,-20.27,42.4,10.94
310,Victoria Point,19,AU,1589313172,96,-27.58,153.3,61.0,7.14
311,Khandyga,83,RU,1589313269,86,62.67,135.6,36.64,5.14
312,Korla,0,CN,1589313269,28,41.76,86.15,68.99,10.6
313,Port Hawkesbury,75,CA,1589313270,87,45.62,-61.35,51.01,9.17
314,Lázaro Cárdenas,0,MX,1589313270,53,17.96,-102.2,85.44,10.16
315,Arrondissement de Bayonne,90,FR,1589313270,93,43.33,-1.42,55.4,5.82
316,Vikulovo,6,RU,1589313270,46,56.82,70.61,67.53,6.82
317,São Félix do Xingu,86,BR,1589313270,72,-6.64,-51.99,83.68,4.05
318,Santa Cruz de Barahona,87,DO,1589313271,54,18.21,-71.1,85.82,10.51
319,Along,79,IN,1589313271,88,28.17,94.77,64.58,0.89
320,Albury,75,AU,1589313092,100,-36.08,146.92,44.01,3.11
321,Sorong,100,ID,1589313271,79,-0.88,131.25,82.38,6.69
322,San Cristobal,40,VE,1589313272,50,7.77,-72.22,95.0,12.75
323,Ixtapa,5,MX,1589313272,65,20.7,-105.2,82.99,11.41
324,Chapais,20,CA,1589313272,90,49.78,-74.85,32.0,10.29
325,Conde,40,BR,1589313089,74,-7.26,-34.91,84.2,11.41
326,Santa Maria,90,BR,1589313272,93,-29.68,-53.81,66.2,9.17
327,Havre-St-Pierre,90,CA,1589313273,60,50.23,-63.6,41.0,5.82
328,Camacha,40,PT,1589313273,77,33.08,-16.33,64.4,18.34
329,Kendari,15,ID,1589313273,93,-3.94,122.5,75.29,2.91
330,Abatskiy,84,RU,1589313274,46,56.29,70.46,67.75,7.45
331,Kununurra,33,AU,1589313274,27,-15.77,128.73,73.4,6.93
332,Maumere,95,ID,1589313274,74,-8.62,122.21,78.89,4.25
333,Panama City,40,PA,1589312976,70,8.99,-79.52,89.6,3.36
334,Thompson,20,CA,1589313268,23,55.74,-97.86,50.0,16.11
335,Kumul,100,CN,1589313275,21,42.8,93.45,66.45,1.34
336,Zunyi,100,CN,1589313275,90,27.69,106.91,62.22,4.7
337,Cap-aux-Meules,90,CA,1589313275,93,47.38,-61.86,37.4,14.99
338,Mogadishu,79,SO,1589313043,82,2.04,45.34,81.86,16.73
339,Porosozero,88,RU,1589313276,85,62.72,32.73,34.84,4.43
340,Yar-Sale,93,RU,1589313276,98,66.83,70.83,35.29,6.44
341,Concepción del Uruguay,22,AR,1589313276,46,-32.48,-58.24,66.99,1.99
342,Ponta do Sol,40,PT,1589313276,52,32.67,-17.1,68.0,16.11
343,Pingliang,100,CN,1589313277,42,35.54,106.69,54.19,2.62
344,Ayagoz,0,KZ,1589313277,49,47.97,80.44,60.94,7.07
345,Salalah,0,OM,1589313277,79,17.02,54.09,86.0,4.7
346,Russell,1,US,1589313277,28,32.35,-85.2,77.0,6.93
347,Hongjiang,42,CN,1589313278,68,27.11,110.0,64.89,2.44
348,Hammerfest,75,NO,1589313278,92,70.66,23.68,28.4,21.92
349,Provideniya,100,RU,1589313278,79,64.38,-173.3,39.0,1.59
350,Port Keats,6,AU,1589313278,39,-14.25,129.55,71.74,11.63
351,Springbok,89,ZA,1589313279,72,-29.66,17.89,54.79,4.29
352,Moose Factory,1,CA,1589313279,40,51.26,-80.61,37.4,14.99
353,Biak,86,ID,1589313279,78,-0.91,122.88,78.78,5.84
354,Khovd,100,MN,1589313279,33,48.01,91.64,57.27,2.84
355,Batemans Bay,91,AU,1589313280,75,-35.72,150.18,46.99,4.12
356,Hasaki,40,JP,1589313280,93,35.73,140.83,64.99,2.24
357,Soligalich,100,RU,1589313280,91,59.08,42.29,58.98,9.78
358,Arlit,0,NE,1589313280,10,18.74,7.39,89.17,3.74
359,Santa Ana,75,US,1589313028,56,33.75,-117.87,73.0,6.93
360,Ust'-Ishim,0,RU,1589313281,56,57.69,71.17,66.76,4.05
361,Ostrovnoy,41,RU,1589313281,93,68.05,39.51,31.82,3.6
362,Vanimo,45,PG,1589313281,82,-2.67,141.3,78.53,2.64
363,Meulaboh,91,ID,1589313281,88,4.14,96.13,78.76,6.71
364,Faya,0,SA,1589313282,73,18.39,42.45,73.4,0.38
365,Saldanha,91,ZA,1589313282,77,-33.01,17.94,59.0,5.82
366,Coquimbo,90,CL,1589313282,67,-29.95,-71.34,59.0,2.24
367,Te Anau,0,NZ,1589313282,81,-45.42,167.72,36.32,0.89
368,Butembo,100,CD,1589313282,100,0.15,29.28,58.98,2.28
369,Sosnovo-Ozerskoye,77,RU,1589313283,67,52.52,111.54,41.9,9.31
370,Margate,32,GB,1589313283,53,51.38,1.39,50.0,3.0
371,Shanghai,82,CN,1589313272,40,31.22,121.46,68.0,8.95
372,Borogontsy,100,RU,1589313283,91,62.67,131.17,34.32,4.47
